outsample,insample,time_elapsed_GPU(s),time_elapsed(s)
LGBMRegressor,0.04467373440342076,0.2676901873340655,23.832416772842407,62.32746434211731
XGBRanker,0.04421650202267794,0.20213269728368918,67.5707311630249,469.04444646835327
XGBRegressor,0.043955670718813684,0.2667373177274414,37.246612548828125,445.61003065109253
LGBMClassifier,0.03046374628207042,0.2070296456247173,137.19662237167358,301.8253560066223
XGBClassifier,0.0302410117205319,0.1648320363892828,232.9469838142395,2172.2910540103912
CatBoostClassifier,0.027071367751630618,0.09594055300231379,19.01379370689392,1193.643343448639
CatBoostRegressor,0.026668490392815446,0.0949084888899691,9.240330934524536,209.88392782211304
LGBMRanker,0.01503666948349784,0.06470319658830438,6092.719975709915,16133.8553860166223
