mean,std
feature_charisma1,0.0008592377254909142,0.0003253613797056879
feature_charisma10,0.0009538305693966391,0.0004933123784815802
feature_charisma11,0.0002861908621241725,0.00019279169686532073
feature_charisma12,0.0003116273460160445,0.00014679376101200915
feature_charisma13,0.0007090774807769071,0.00023979546800396322
feature_charisma14,0.00016216649118727008,0.00018313220991811798
feature_charisma15,0.0003222965742322548,0.000211242068657018
feature_charisma16,0.0007686141724522321,0.0003081661124662849
feature_charisma17,0.00037470282156213135,0.00020023742122743154
feature_charisma18,0.0004909819589419084,0.0002550148021817858
feature_charisma19,0.0008597974410040423,0.00039023868949838054
feature_charisma2,0.0007623936051956079,0.0003282562742519797
feature_charisma20,0.00031421822060739005,0.00022554808937404454
feature_charisma21,0.00023930201598504428,0.00018423503145133783
feature_charisma22,0.0002089516033850229,0.00030868640548630417
feature_charisma23,0.0004509716350986451,0.00019109022882121443
feature_charisma24,0.00011940267409248839,0.00025017578312780403
feature_charisma25,3.529032965976013e-05,0.00011751518392391833
feature_charisma26,0.0004180107390162986,0.0001664113810664561
feature_charisma27,0.0002527365647945473,0.00010277518132171765
feature_charisma28,0.00023689948070056534,5.4951655357476826e-05
feature_charisma29,0.0006845825253698928,0.00022602730460938322
feature_charisma3,0.0005087903229836903,0.000314367670827428
feature_charisma30,0.00010696143573598982,6.878235692667655e-05
feature_charisma31,0.0003967850672799454,0.00014485193724720407
feature_charisma32,0.0002453333011894167,0.00025711115574089314
feature_charisma33,0.0005468394115321803,0.00024065335104066882
feature_charisma34,0.00023678621025400546,0.00027662663440598535
feature_charisma35,0.00019905531556660105,0.00031264640918733205
feature_charisma36,0.0016517972728718306,0.0007097323004334462
feature_charisma37,0.000636809384623221,0.00019889152502782894
feature_charisma38,0.0004743784593056735,0.00025755585772639167
feature_charisma39,0.0005532318618096023,0.00017238401245122867
feature_charisma4,0.0004520814962905732,0.0002468651927788094
feature_charisma40,0.0011077548487700808,0.0005485118869617176
feature_charisma41,0.0004258328095519983,0.00018278005254745218
feature_charisma42,0.0004444922745765545,0.00040716374628586
feature_charisma43,0.00024314293190279057,6.72473808737238e-05
