iter	RMSE
648	0.1139999202
649	0.1138264255
650	0.1136353268
651	0.1134899836
652	0.1132862282
653	0.1130874129
654	0.1129287051
655	0.1127506759
656	0.1125625289
657	0.1124224332
658	0.112218256
659	0.1119978324
660	0.1118216441
661	0.1116001509
662	0.1113877564
663	0.1111831964
664	0.1110516237
665	0.1108942612
666	0.1106742669
667	0.1105086081
668	0.1103293429
669	0.1101580748
670	0.1099902477
671	0.1098363515
672	0.109644044
673	0.1094697659
674	0.1093040111
675	0.1091396989
676	0.1089712279
677	0.1087989497
678	0.1086109516
679	0.1084109343
680	0.1082016537
681	0.1079981897
682	0.1078111951
683	0.1076123461
684	0.1074300078
685	0.107297236
686	0.1071093984
687	0.1069777503
688	0.106799555
689	0.1066175705
690	0.106432734
691	0.1062592763
692	0.1060558809
693	0.1059158308
694	0.1057590506
695	0.1056419873
696	0.1054766814
697	0.1053518712
698	0.1052101628
699	0.105070069
700	0.1049236648
701	0.1047780399
702	0.1046125209
703	0.1044623091
704	0.1043109734
705	0.1041645415
706	0.1039937222
707	0.1038484818
708	0.1036187594
709	0.1034708197
710	0.1033144248
711	0.1031745913
712	0.1030463202
713	0.1028675971
714	0.102729437
715	0.1025342788
716	0.1023738993
717	0.1022763866
718	0.1021166748
719	0.1019026174
720	0.10174117
721	0.1015908812
722	0.1014561902
723	0.101321304
724	0.1011778695
725	0.1010093021
726	0.1008706499
727	0.1007243366
728	0.1005551603
729	0.1004215632
730	0.1002739613
731	0.1001012762
732	0.09995958233
733	0.09981368693
734	0.09963621377
735	0.09946958765
736	0.09930192484
737	0.09914182591
738	0.09898097263
739	0.09883766908
740	0.09867260036
741	0.09852859769
742	0.09837621388
743	0.09821623369
744	0.0980619615
745	0.09790922927
746	0.09777546533
747	0.09761559099
748	0.09748957112
749	0.09732230601
750	0.09717196817
751	0.09702247287
752	0.09688623025
753	0.09673750512
754	0.09660500259
755	0.09646242855
756	0.09633022544
757	0.09618143395
758	0.09601431923
759	0.09588338519
760	0.09573814378
761	0.09557853726
762	0.09545085449
763	0.09529824517
764	0.09517397298
765	0.09503606543
766	0.09486519206
767	0.09472964691
768	0.09459436295
769	0.09447408985
770	0.09433034721
771	0.09418611053
772	0.09402183823
773	0.0938765913
774	0.09371013609
775	0.09354978484
776	0.09341243025
777	0.09327743247
778	0.09311994448
779	0.09298750663
780	0.09284480456
781	0.09270032839
782	0.09257069404
783	0.09244076797
784	0.09231664093
785	0.09220122117
786	0.09200786253
787	0.09184196404
788	0.09171508048
789	0.09156570074
790	0.09140878971
791	0.09123373045
792	0.09110346812
793	0.09096290472
794	0.09076947828
795	0.09063698587
796	0.09050387717
797	0.09036856548
798	0.09022828256
799	0.09010470758
800	0.0899590065
801	0.08982771019
802	0.08968528275
803	0.08957789139
804	0.08941331604
805	0.08926404026
806	0.08912151418
807	0.08899740537
808	0.0888432029
809	0.08869603977
810	0.0885553187
811	0.08839026529
812	0.08823183388
813	0.08807944082
814	0.08795759035
815	0.08783474084
816	0.08769737014
817	0.08757790602
818	0.08749272565
819	0.08733777046
820	0.08723156961
821	0.08709972251
822	0.08696062962
823	0.0868262987
824	0.08670240392
825	0.08655042121
826	0.08641476173
827	0.08627401629
828	0.08615468099
829	0.08602453337
830	0.08590974946
831	0.08577457427
832	0.08562647919
833	0.08551668068
834	0.08537637288
835	0.08521140642
836	0.08508114739
837	0.08497185248
838	0.08485725801
839	0.08475127334
840	0.08461897001
841	0.08450436093
842	0.08435015112
843	0.08422412254
844	0.08408698019
845	0.08395454214
846	0.08380877276
847	0.08369578564
848	0.08356708932
849	0.08345515503
850	0.08331830342
851	0.08317943036
852	0.08305928318
853	0.08293452486
854	0.08281601945
855	0.08268563093
856	0.08255271572
857	0.08243240605
858	0.08230064947
859	0.08220091768
860	0.08206736256
861	0.08191760854
862	0.08183139269
863	0.08171165132
864	0.08159236526
865	0.08147835488
866	0.08136250504
867	0.08126996423
868	0.08114766432
869	0.08101974706
870	0.08090175654
871	0.08078368976
872	0.08067609339
873	0.08052496715
874	0.08041360872
875	0.0802860574
876	0.08019905982
877	0.08007391038
878	0.07997719434
879	0.0798642605
880	0.07975302001
881	0.07963213237
882	0.07950021676
883	0.0793583064
884	0.07924645351
885	0.0791276915
886	0.07902929912
887	0.07891865258
888	0.07878663015
889	0.07864446995
890	0.07855174942
891	0.07843567663
892	0.07829529697
893	0.0781969241
894	0.0780978536
895	0.07797145852
896	0.0778627169
897	0.07776577933
898	0.07762714174
899	0.07748859208
900	0.07740240039
901	0.07729868087
902	0.07718387557
903	0.07708363497
904	0.0769715235
905	0.07685381281
906	0.07677196494
907	0.07665177435
908	0.07656379139
909	0.07644930332
910	0.07634792763
911	0.076266546
912	0.07617802348
913	0.07607427385
914	0.07597574248
915	0.07586579958
916	0.07579622972
917	0.07566753625
918	0.07556324034
919	0.07544596524
920	0.07533583929
921	0.07520917658
922	0.07509025615
923	0.07499523098
924	0.07486497572
925	0.07473568488
926	0.0746232196
927	0.07450024849
928	0.0744089609
929	0.0742881396
930	0.07417386815
931	0.07409941215
932	0.07396279929
933	0.07387021835
934	0.07379356759
935	0.07367530209
936	0.07353405753
937	0.07343134431
938	0.07330909314
939	0.07318136792
940	0.07307293155
941	0.07295442237
942	0.07283801435
943	0.07276191125
944	0.07265816619
945	0.07253709021
946	0.07243915689
947	0.07233037325
948	0.07225471278
949	0.07216000938
950	0.07205724013
951	0.07196566643
952	0.07184216551
953	0.07175561623
954	0.07165993752
955	0.07157198923
956	0.07146984292
957	0.07134613111
958	0.07127303365
959	0.07116912636
960	0.07107827622
961	0.07096864422
962	0.07088166178
963	0.07078840188
964	0.07067769383
965	0.07058391506
966	0.07051116881
967	0.07041794428
968	0.07031501456
969	0.07022870114
970	0.07013727908
971	0.07003936415
972	0.06990829072
973	0.06984564736
974	0.06977981553
975	0.06967602423
976	0.06956614791
977	0.06946814653
978	0.06935443097
979	0.06925417342
980	0.06913699259
981	0.06902744021
982	0.06892967663
983	0.06881620581
984	0.0687086458
985	0.06859126887
986	0.06850347187
987	0.06841306898
988	0.06829127444
989	0.06820472878
990	0.06810583957
991	0.0680146861
992	0.06790099315
993	0.06780809675
994	0.06770906159
995	0.06761073213
996	0.06753787836
997	0.06742806337
998	0.06734772714
999	0.06727161675
