i,name,mean,convergence_index
125,feature_strength28,0.013110000000000024,0.08186151444096035
126,feature_strength29,0.011850000000000019,0.08186151444096035
127,feature_strength30,0.011205000000000024,0.08186151444096035
128,feature_strength31,0.01623000000000005,0.08186151444096035
129,feature_strength32,0.01288500000000002,0.08186151444096035
130,feature_strength33,0.011490000000000021,0.08186151444096035
131,feature_strength34,0.011265000000000015,0.08186151444096035
132,feature_strength35,0.011925000000000009,0.08186151444096035
133,feature_strength36,0.009989999999999994,0.08186151444096035
134,feature_strength37,0.01246500000000001,0.08186151444096035
135,feature_strength38,0.01264500000000001,0.08186151444096035
136,feature_dexterity1,0.010845000000000004,0.08186151444096035
137,feature_dexterity2,0.01071000000000002,0.08186151444096035
138,feature_dexterity3,0.011790000000000031,0.08186151444096035
139,feature_dexterity4,0.012555000000000018,0.08186151444096035
140,feature_dexterity5,0.010560000000000003,0.08186151444096035
141,feature_dexterity6,0.013440000000000027,0.08186151444096035
142,feature_dexterity7,0.01297500000000002,0.08186151444096035
143,feature_dexterity8,0.011985000000000013,0.08186151444096035
144,feature_dexterity9,0.009539999999999995,0.08186151444096035
145,feature_dexterity10,0.010500000000000002,0.08186151444096035
146,feature_dexterity11,0.010515000000000002,0.08186151444096035
147,feature_dexterity12,0.013230000000000021,0.08186151444096035
148,feature_dexterity13,0.013245000000000024,0.08186151444096035
149,feature_dexterity14,0.01089000000000002,0.08186151444096035
150,feature_constitution1,0.010785000000000017,0.08186151444096035
151,feature_constitution2,0.012375000000000032,0.08186151444096035
152,feature_constitution3,0.011880000000000024,0.08186151444096035
153,feature_constitution4,0.01350000000000005,0.08186151444096035
154,feature_constitution5,0.011265000000000016,0.08186151444096035
155,feature_constitution6,0.012000000000000031,0.08186151444096035
156,feature_constitution7,0.01270500000000003,0.08186151444096035
157,feature_constitution8,0.011595000000000013,0.08186151444096035
158,feature_constitution9,0.010470000000000007,0.08186151444096035
159,feature_constitution10,0.013350000000000025,0.08186151444096035
160,feature_constitution11,0.010185000000000007,0.08186151444096035
161,feature_constitution12,0.013650000000000042,0.08186151444096035
162,feature_constitution13,0.011130000000000018,0.08186151444096035
163,feature_constitution14,0.011250000000000005,0.08186151444096035
164,feature_constitution15,0.010785000000000006,0.08186151444096035
165,feature_constitution16,0.011355000000000011,0.08186151444096035
166,feature_constitution17,0.014325000000000043,0.08186151444096035
167,feature_constitution18,0.014295000000000039,0.08186151444096035
168,feature_constitution19,0.011460000000000024,0.08186151444096035
169,feature_constitution20,0.010725000000000009,0.08186151444096035
170,feature_constitution21,0.011925000000000022,0.08186151444096035
171,feature_constitution22,0.013800000000000047,0.08186151444096035
172,feature_constitution23,0.012615000000000032,0.08186151444096035
173,feature_constitution24,0.010830000000000011,0.08186151444096035
174,feature_constitution25,0.01255500000000004,0.08186151444096035
175,feature_constitution26,0.01185000000000001,0.08186151444096035
176,feature_constitution27,0.011580000000000003,0.08186151444096035
177,feature_constitution28,0.01270500000000003,0.08186151444096035
178,feature_constitution29,0.014415000000000044,0.08186151444096035
179,feature_constitution30,0.012870000000000038,0.08186151444096035
180,feature_constitution31,0.010740000000000022,0.08186151444096035
181,feature_constitution32,0.01164000000000002,0.08186151444096035
182,feature_constitution33,0.01423500000000003,0.08186151444096035
183,feature_constitution34,0.012270000000000017,0.08186151444096035
184,feature_constitution35,0.010590000000000002,0.08186151444096035
185,feature_constitution36,0.013920000000000038,0.08186151444096035
186,feature_constitution37,0.014670000000000055,0.08186151444096035
187,feature_constitution38,0.01150500000000002,0.08186151444096035
188,feature_constitution39,0.012630000000000039,0.08186151444096035
189,feature_constitution40,0.010665000000000016,0.08186151444096035
190,feature_constitution41,0.014415000000000058,0.08186151444096035
191,feature_constitution42,0.012240000000000037,0.08186151444096035
192,feature_constitution43,0.011475000000000006,0.08186151444096035
193,feature_constitution44,0.01407000000000003,0.08186151444096035
194,feature_constitution45,0.01120500000000001,0.08186151444096035
195,feature_constitution46,0.013860000000000044,0.08186151444096035
196,feature_constitution47,0.01213500000000003,0.08186151444096035
197,feature_constitution48,0.011535000000000033,0.08186151444096035
198,feature_constitution49,0.011010000000000018,0.08186151444096035
199,feature_constitution50,0.014610000000000033,0.08186151444096035
200,feature_constitution51,0.011400000000000016,0.08186151444096035
201,feature_constitution52,0.012300000000000035,0.08186151444096035
202,feature_constitution53,0.011295000000000038,0.08186151444096035
203,feature_constitution54,0.013770000000000036,0.08186151444096035
204,feature_constitution55,0.011085000000000025,0.08186151444096035
205,feature_constitution56,0.011175000000000008,0.08186151444096035
206,feature_constitution57,0.010485000000000003,0.08186151444096035
207,feature_constitution58,0.011685000000000022,0.08186151444096035
208,feature_constitution59,0.010650000000000003,0.08186151444096035
209,feature_constitution60,0.011070000000000028,0.08186151444096035
210,feature_constitution61,0.011820000000000021,0.08186151444096035
211,feature_constitution62,0.01146000000000001,0.08186151444096035
212,feature_constitution63,0.014700000000000034,0.08186151444096035
213,feature_constitution64,0.011099999999999995,0.08186151444096035
214,feature_constitution65,0.013845000000000033,0.08186151444096035
215,feature_constitution66,0.01429500000000005,0.08186151444096035
216,feature_constitution67,0.012555000000000037,0.08186151444096035
217,feature_constitution68,0.010905000000000014,0.08186151444096035
218,feature_constitution69,0.012660000000000036,0.08186151444096035
219,feature_constitution70,0.013935000000000041,0.08186151444096035
220,feature_constitution71,0.012810000000000047,0.08186151444096035
221,feature_constitution72,0.01263000000000002,0.08186151444096035
222,feature_constitution73,0.013155000000000024,0.08186151444096035
223,feature_constitution74,0.012270000000000031,0.08186151444096035
224,feature_constitution75,0.013230000000000033,0.08186151444096035
225,feature_constitution76,0.01087500000000001,0.08186151444096035
226,feature_constitution77,0.011160000000000012,0.08186151444096035
227,feature_constitution78,0.009765000000000001,0.08186151444096035
228,feature_constitution79,0.012060000000000026,0.08186151444096035
229,feature_constitution80,0.012450000000000017,0.08186151444096035
230,feature_constitution81,0.012585000000000023,0.08186151444096035
231,feature_constitution82,0.013470000000000022,0.08186151444096035
232,feature_constitution83,0.011235000000000009,0.08186151444096035
233,feature_constitution84,0.011835,0.08186151444096035
234,feature_constitution85,0.012120000000000034,0.08186151444096035
235,feature_constitution86,0.012600000000000028,0.08186151444096035
236,feature_constitution87,0.012660000000000029,0.08186151444096035
237,feature_constitution88,0.014370000000000063,0.08186151444096035
238,feature_constitution89,0.012360000000000032,0.08186151444096035
239,feature_constitution90,0.014385000000000042,0.08186151444096035
240,feature_constitution91,0.010860000000000005,0.08186151444096035
241,feature_constitution92,0.012930000000000016,0.08186151444096035
242,feature_constitution93,0.01422000000000004,0.08186151444096035
243,feature_constitution94,0.01236000000000002,0.08186151444096035
244,feature_constitution95,0.01234500000000003,0.08186151444096035
245,feature_constitution96,0.011490000000000012,0.08186151444096035
246,feature_constitution97,0.012180000000000012,0.08186151444096035
247,feature_constitution98,0.012120000000000021,0.08186151444096035
248,feature_constitution99,0.010425,0.08186151444096035
249,feature_constitution100,0.011505000000000027,0.08186151444096035
250,feature_constitution101,0.014145000000000034,0.08186151444096035
251,feature_constitution102,0.010905000000000008,0.08186151444096035
252,feature_constitution103,0.013620000000000028,0.08186151444096035
253,feature_constitution104,0.011820000000000025,0.08186151444096035
254,feature_constitution105,0.010830000000000029,0.08186151444096035
255,feature_constitution106,0.011130000000000015,0.08186151444096035
256,feature_constitution107,0.01042500000000001,0.08186151444096035
257,feature_constitution108,0.016425000000000075,0.08186151444096035
258,feature_constitution109,0.01158000000000002,0.08186151444096035
259,feature_constitution110,0.012900000000000028,0.08186151444096035
260,feature_constitution111,0.010245000000000004,0.08186151444096035
261,feature_constitution112,0.014295000000000033,0.08186151444096035
262,feature_constitution113,0.012105000000000036,0.08186151444096035
263,feature_constitution114,0.01149000000000002,0.08186151444096035
264,feature_wisdom1,0.012885000000000023,0.08186151444096035
265,feature_wisdom2,0.012315000000000038,0.08186151444096035
266,feature_wisdom3,0.01189500000000002,0.08186151444096035
267,feature_wisdom4,0.010439999999999996,0.08186151444096035
268,feature_wisdom5,0.012900000000000045,0.08186151444096035
269,feature_wisdom6,0.010470000000000009,0.08186151444096035
270,feature_wisdom7,0.011340000000000018,0.08186151444096035
271,feature_wisdom8,0.010500000000000002,0.08186151444096035
272,feature_wisdom9,0.011130000000000011,0.08186151444096035
273,feature_wisdom10,0.011190000000000014,0.08186151444096035
274,feature_wisdom11,0.012765000000000042,0.08186151444096035
275,feature_wisdom12,0.011310000000000004,0.08186151444096035
276,feature_wisdom13,0.014610000000000043,0.08186151444096035
277,feature_wisdom14,0.01258500000000003,0.08186151444096035
278,feature_wisdom15,0.01060500000000001,0.08186151444096035
279,feature_wisdom16,0.011205000000000012,0.08186151444096035
280,feature_wisdom17,0.01507500000000004,0.08186151444096035
281,feature_wisdom18,0.010920000000000015,0.08186151444096035
282,feature_wisdom19,0.016845000000000044,0.08186151444096035
283,feature_wisdom20,0.013950000000000039,0.08186151444096035
284,feature_wisdom21,0.010605000000000009,0.08186151444096035
285,feature_wisdom22,0.015675000000000053,0.08186151444096035
286,feature_wisdom23,0.01009499999999999,0.08186151444096035
287,feature_wisdom24,0.012975000000000033,0.08186151444096035
288,feature_wisdom25,0.011070000000000019,0.08186151444096035
289,feature_wisdom26,0.01102500000000002,0.08186151444096035
290,feature_wisdom27,0.01141500000000002,0.08186151444096035
291,feature_wisdom28,0.01047000000000001,0.08186151444096035
292,feature_wisdom29,0.011460000000000026,0.08186151444096035
293,feature_wisdom30,0.012825000000000034,0.08186151444096035
294,feature_wisdom31,0.012240000000000025,0.08186151444096035
295,feature_wisdom32,0.013725000000000029,0.08186151444096035
296,feature_wisdom33,0.011970000000000005,0.08186151444096035
297,feature_wisdom34,0.012300000000000004,0.08186151444096035
298,feature_wisdom35,0.01357500000000004,0.08186151444096035
299,feature_wisdom36,0.009899999999999996,0.08186151444096035
300,feature_wisdom37,0.010515000000000002,0.08186151444096035
301,feature_wisdom38,0.011310000000000014,0.08186151444096035
302,feature_wisdom39,0.010379999999999988,0.08186151444096035
303,feature_wisdom40,0.011940000000000017,0.08186151444096035
304,feature_wisdom41,0.012120000000000025,0.08186151444096035
305,feature_wisdom42,0.012150000000000013,0.08186151444096035
306,feature_wisdom43,0.011070000000000009,0.08186151444096035
307,feature_wisdom44,0.012210000000000014,0.08186151444096035
308,feature_wisdom45,0.010965000000000015,0.08186151444096035
309,feature_wisdom46,0.014325000000000067,0.08186151444096035
