type,name,mean
121,univariate,feature_strength24,0.00536407602124976
122,univariate,feature_strength25,0.0052412024734159145
123,univariate,feature_strength26,0.0052210982940595636
124,univariate,feature_strength27,0.004546925042534756
125,univariate,feature_strength28,0.004701169512346579
126,univariate,feature_strength29,0.00770373872163052
127,univariate,feature_strength30,0.004437087374230625
128,univariate,feature_strength31,0.009845349989684404
129,univariate,feature_strength32,0.007794880197983389
130,univariate,feature_strength33,0.007913874207224444
131,univariate,feature_strength34,0.006394679425799357
132,univariate,feature_strength35,0.006748859967158188
133,univariate,feature_strength36,0.0057297135518612555
134,univariate,feature_strength37,0.0035856354223874312
135,univariate,feature_strength38,0.004110624166539606
136,univariate,feature_dexterity1,0.004557118260541077
137,univariate,feature_dexterity2,0.008599216538971392
138,univariate,feature_dexterity3,0.007199641689258603
139,univariate,feature_dexterity4,0.017070927054738335
140,univariate,feature_dexterity5,0.009496168585771065
141,univariate,feature_dexterity6,0.014004273854167098
142,univariate,feature_dexterity7,0.01127453877195706
143,univariate,feature_dexterity8,0.010247856051472092
144,univariate,feature_dexterity9,0.011862607925851133
145,univariate,feature_dexterity10,0.003620798679436121
146,univariate,feature_dexterity11,0.02673996442202201
147,univariate,feature_dexterity12,0.01815508347445854
148,univariate,feature_dexterity13,0.0048657431315479545
149,univariate,feature_dexterity14,0.009885325230433001
150,univariate,feature_constitution1,0.008841650059956766
151,univariate,feature_constitution2,0.013916109122336743
152,univariate,feature_constitution3,0.007338104833200177
153,univariate,feature_constitution4,0.01104472315072512
154,univariate,feature_constitution5,0.003870310728805591
155,univariate,feature_constitution6,0.004324103226051261
156,univariate,feature_constitution7,0.004453260225235635
157,univariate,feature_constitution8,0.006242598917188377
158,univariate,feature_constitution9,0.0060708092538747215
159,univariate,feature_constitution10,0.004391922416038694
160,univariate,feature_constitution11,0.0046440335618239854
161,univariate,feature_constitution12,0.00817234819130702
162,univariate,feature_constitution13,0.004443973767002222
163,univariate,feature_constitution14,0.010170451468747286
164,univariate,feature_constitution15,0.005216581729246068
