type,name,mean
126,univariate,PCA_126,0.0002886241026296807
127,univariate,PCA_127,0.0004199423122946193
128,univariate,PCA_128,0.00011676476343281639
129,univariate,PCA_129,0.00020968318376498812
130,univariate,PCA_130,0.0002460863668930745
131,univariate,PCA_131,9.466467449966077e-05
132,univariate,PCA_132,0.00024284771944670916
133,univariate,PCA_133,0.00012997029908636603
134,univariate,PCA_134,0.00023297375586343814
135,univariate,PCA_135,0.00011761203494610165
136,univariate,PCA_136,0.00011200462915512379
137,univariate,PCA_137,0.0001563695836406239
138,univariate,PCA_138,0.0002267823183774002
139,univariate,PCA_139,0.00031599423303126377
140,univariate,PCA_140,0.00024441576081796743
141,univariate,PCA_141,0.0005992666126496383
142,univariate,PCA_142,0.000311876752735314
143,univariate,PCA_143,0.00013398606408364814
144,univariate,PCA_144,0.0001576616635204016
145,univariate,PCA_145,0.00019049151253423436
146,univariate,PCA_146,7.068678194697404e-05
147,univariate,PCA_147,0.00021164890136973874
148,univariate,PCA_148,0.0001520904241572417
149,univariate,PCA_149,0.00029990255685543606
150,univariate,PCA_150,0.0002877489168170275
151,univariate,PCA_151,0.00028021957058945005
152,univariate,PCA_152,0.00016727407533022594
153,univariate,PCA_153,0.0002737314352940586
154,univariate,PCA_154,0.0003230543922730984
155,univariate,PCA_155,0.00014984553457383551
156,univariate,PCA_156,0.00022910739368590767
157,univariate,PCA_157,0.0001720179691598715
158,univariate,PCA_158,0.00017546672619661854
159,univariate,PCA_159,8.712479329213676e-05
160,univariate,PCA_160,0.0002875992643280078
161,univariate,PCA_161,0.00021655634041639873
162,univariate,PCA_162,0.00013109466827824337
163,univariate,PCA_163,0.00012113842136343638
164,univariate,PCA_164,0.00010014278140094607
165,univariate,PCA_165,0.00014356644190501678
166,univariate,PCA_166,0.00010045536660518717
167,univariate,PCA_167,8.568405596809889e-05
168,univariate,PCA_168,6.911643390295178e-05
169,univariate,PCA_169,0.0002804528811097304
170,univariate,PCA_170,0.00017251031137045247
171,univariate,PCA_171,0.00022789658278466878
172,univariate,PCA_172,0.0002095520752539266
173,univariate,PCA_173,0.0003627652559120077
174,univariate,PCA_174,0.0002465236878405461
175,univariate,PCA_175,0.0003036015478450636
176,univariate,PCA_176,6.403680149270655e-05
177,univariate,PCA_177,0.0002719831879117017
178,univariate,PCA_178,0.00016012856098284714
179,univariate,PCA_179,0.00031328201642335276
180,univariate,PCA_180,0.00010036911868894642
181,univariate,PCA_181,0.00017965335472739052
182,univariate,PCA_182,0.00026751439273617393
183,univariate,PCA_183,0.00012096633412538053
184,univariate,PCA_184,0.00022979182632294255
185,univariate,PCA_185,9.944804730713723e-05
186,univariate,PCA_186,8.445046178644293e-05
187,univariate,PCA_187,0.00013685756450627234
188,univariate,PCA_188,0.00010597611036186357
189,univariate,PCA_189,0.00016340503470163917
190,univariate,PCA_190,0.00012119248084193817
191,univariate,PCA_191,0.00015482554675379085
192,univariate,PCA_192,0.00011936888908508893
193,univariate,PCA_193,0.00014835137813018392
194,univariate,PCA_194,0.00018543070887749597
195,univariate,PCA_195,0.00016651759110675247
196,univariate,PCA_196,0.00015014744952021415
197,univariate,PCA_197,0.0001299748050373198
198,univariate,PCA_198,9.979543257566745e-05
199,univariate,PCA_199,0.00018030341458075797
200,univariate,PCA_200,0.00010707746519089182
201,univariate,PCA_201,0.0001068963910061239
202,univariate,PCA_202,0.00010784130490505933
203,univariate,PCA_203,0.00011424743425166202
204,univariate,PCA_204,0.00015906082057033652
205,univariate,PCA_205,0.00020014500969370964
206,univariate,PCA_206,0.00014621557128697077
207,univariate,PCA_207,0.00014884954308326176
208,univariate,PCA_208,0.0002719416441610353
209,univariate,PCA_209,0.0001932024846771297
210,univariate,PCA_210,0.0001940109988385094
211,univariate,PCA_211,0.0001588854437815278
212,univariate,PCA_212,0.0001345712343015744
213,univariate,PCA_213,0.00025481844685817777
214,univariate,PCA_214,8.456981275081964e-05
215,univariate,PCA_215,0.00018940807449609762
216,univariate,PCA_216,0.00020039275133111045
217,univariate,PCA_217,0.00013015124503159742
218,univariate,PCA_218,0.000236596573348732
219,univariate,PCA_219,0.00011958962731163621
220,univariate,PCA_220,0.00013718198742475305
221,univariate,PCA_221,9.842463692228591e-05
222,univariate,PCA_222,0.00016980090937179676
223,univariate,PCA_223,0.00011019933605696293
224,univariate,PCA_224,0.00018120654568074275
225,univariate,PCA_225,0.0001282838150856419
226,univariate,PCA_226,0.00014756717022558575
227,univariate,PCA_227,0.00015555430788606126
228,univariate,PCA_228,0.00021693607896888288
229,univariate,PCA_229,0.00019975536277883426
230,univariate,PCA_230,9.53271556611032e-05
231,univariate,PCA_231,0.00020988059476391785
232,univariate,PCA_232,0.00026971429615593837
233,univariate,PCA_233,0.00010776932095230131
234,univariate,PCA_234,0.00013400069820982557
235,univariate,PCA_235,0.00017463232462925707
236,univariate,PCA_236,0.00023365179176727127
237,univariate,PCA_237,5.8515380013798835e-05
238,univariate,PCA_238,0.00016293483771684416
239,univariate,PCA_239,0.0001303464839517219
240,univariate,PCA_7 x PCA_8,0.0005707891209960989
241,univariate,PCA_7 x PCA_54,0.0006152649255354233
242,univariate,PCA_7 x PCA_142,0.0004378280449694346
243,univariate,PCA_7 x PCA_50,0.00047386212998481504
244,univariate,PCA_7 x PCA_53,0.0004815943555815734
245,univariate,PCA_7 x PCA_59,0.0003114490195134851
246,univariate,PCA_7 x PCA_51,0.0004554183529539499
247,univariate,PCA_7 x PCA_37,0.0003671361209078727
248,univariate,PCA_7 x PCA_141,0.0004324304137144277
249,univariate,PCA_7 x PCA_127,0.0004884632826631458
