Datetime,Total,SM,ROUTE,INDIRETOS,OUTROS,Day_gregoriano,Week_Month,Week_Year,Month_gregoriano,Year,holidays,Next_holiday,temperatura,Ajuste_ipca,PMC,Massa.Renda,Renda,Desemprego
2018-10-20,802509.39,34967.18,256342.63,254986.43,256213.15,20,3,43,10,2018,0,2,27.65,318.59,85.25,1615.21,1615.21,13.87
2018-10-27,559601.96,27783.6,188108.36,162851.76,180858.24,27,4,44,10,2018,0,1,27.65,318.59,85.25,1615.21,1615.21,13.87
2018-11-03,653182.51,41096.29,250525.95,148429.32,213130.95,3,1,45,11,2018,1,0,27.99,317.92,96.59,1615.21,1615.21,13.87
2018-11-10,733452.79,43498.27,257021.53,192212.14,240720.85000000003,10,2,46,11,2018,0,1,27.99,317.92,96.59,1615.21,1615.21,13.87
2018-11-17,998261.75,55736.19,306819.77,308394.64,327311.1499999999,17,3,47,11,2018,1,0,27.99,317.92,96.59,1615.21,1615.21,13.87
2018-11-24,1008382.33,58446.18,277213.44,341856.7,330866.0099999999,24,4,48,11,2018,0,5,27.99,317.92,96.59,1615.21,1615.21,13.87
2018-12-01,738073.65,40620.71,250256.36,206076.66,241119.92000000004,1,1,49,12,2018,0,4,27.55,318.39,110.62,1615.21,1615.21,13.87
2018-12-08,1033609.87,60303.23,312414.03,320353.45,340539.16000000003,8,2,50,12,2018,0,3,27.55,318.39,110.62,1615.21,1615.21,13.87
2018-12-15,1120606.06,79577.71,403468.26,264386.93,373173.16,15,3,51,12,2018,0,2,27.55,318.39,110.62,1615.21,1615.21,13.87
2018-12-22,1477798.27,82580.97,528472.11,385605.24,481139.95000000007,22,4,52,12,2018,0,1,27.55,318.39,110.62,1615.21,1615.21,13.87
2019-01-01,174739.93,8943.55,77753.2,33836.67,54206.51,1,1,1,1,2019,2,0,27.55,318.39,110.62,1615.21,1615.21,13.87
2019-01-05,718906.93,30584.3,277074.58,185140.14,226107.91000000003,5,1,2,1,2019,0,9,27.55,319.41,85.37,1615.21,1615.21,15.19
2019-01-12,701528.62,33611.88,254173.72,188976.69,224766.33,12,2,3,1,2019,0,8,27.55,319.41,85.37,1615.21,1615.21,15.19
2019-01-19,692795.53,30511.51,259878.6,182923.08,219482.34000000008,19,3,4,1,2019,0,7,27.55,319.41,85.37,1615.21,1615.21,15.19
2019-01-26,702987.25,36491.31,245552.33,193210.89,227732.72,26,4,5,1,2019,0,6,27.55,319.41,85.37,1615.21,1615.21,15.19
2019-02-02,493918.5,18859.26,209011.11,114747.57,151300.56,2,1,6,2,2019,0,5,27.48,320.79,79.01,1615.21,1615.21,15.2
2019-02-09,599586.34,26587.74,232917.18,151096.31,188985.11,9,2,7,2,2019,0,4,27.48,320.79,79.01,1615.21,1615.21,15.2
2019-02-16,649971.82,37879.18,224908.01,174012.48,213172.14999999988,16,3,8,2,2019,0,3,27.48,320.79,79.01,1615.21,1615.21,15.2
2019-02-23,799666.93,37879.18,291765.67,214272.09,255749.9900000001,23,4,9,2,2019,0,2,27.48,320.79,79.01,1615.21,1615.21,15.2
2019-03-02,326746.82,17545.84,139262.25,66980.44,102958.29,2,1,10,3,2019,0,1,27.51,323.19,82.65,1619.34,1619.34,14.97
2019-03-09,678853.37,30075.84,281528.28,155650.22,211599.02999999988,9,2,11,3,2019,2,0,27.51,323.19,82.65,1619.34,1619.34,14.97
2019-03-16,668406.5,33387.53,241141.15,178634.61,215243.21,16,3,12,3,2019,0,5,27.51,323.19,82.65,1619.34,1619.34,14.97
2019-03-23,766724.51,28779.9,254038.34,243143.33,240762.94000000012,23,4,13,3,2019,0,4,27.51,323.19,82.65,1619.34,1619.34,14.97
2019-03-30,468457.71,22760.07,201255.17,98483.05,145959.41999999998,30,5,14,3,2019,0,3,27.51,323.19,82.65,1619.34,1619.34,14.97
2019-04-06,555852.53,24720.53,230150.67,127715.78,173265.55000000005,6,1,15,4,2019,0,2,27.19,325.03,81.92,4830741.06,1615.21,13.98
2019-04-13,528807.66,27359.78,189597.64,140968.0,170882.24,13,2,16,4,2019,0,1,27.19,325.03,81.92,4830741.06,1615.21,13.98
2019-04-20,674704.97,32346.4,238479.13,187241.2,216638.24,20,3,17,4,2019,1,0,27.19,325.03,81.92,4830741.06,1615.21,13.98
2019-04-27,515101.37,24174.99,198353.2,128934.88,163638.3,27,4,18,4,2019,1,0,27.19,325.03,81.92,4830741.06,1615.21,13.98
2019-05-04,629568.97,34740.2,263428.72,131941.52,199458.53000000003,4,1,19,5,2019,1,0,26.54,325.46,82.65,4830713.16,1615.21,14.07
2019-05-11,630452.08,26169.38,233973.63,171594.08,198714.99,11,2,20,5,2019,0,6,26.54,325.46,82.65,4830713.16,1615.21,14.07
2019-05-18,581734.96,25063.29,204804.61,167146.31,184720.75,18,3,21,5,2019,0,5,26.54,325.46,82.65,4830713.16,1615.21,14.07
2019-05-25,621637.32,24720.53,212856.85,187860.48,196199.46,25,4,22,5,2019,0,4,26.54,325.46,82.65,4830713.16,1615.21,14.07
2019-06-01,467810.08,23971.33,199109.05,98073.06,146656.64,1,1,23,6,2019,0,3,25.96,325.51,81.92,4830713.16,1615.21,14.24
2019-06-08,632396.19,25200.79,225299.98,182677.22,199218.19999999995,8,2,24,6,2019,0,2,25.96,325.51,81.92,4830713.16,1615.21,14.24
2019-06-15,636112.55,25614.59,215045.2,194336.3,201116.46000000008,15,3,25,6,2019,0,1,25.96,325.51,81.92,4830713.16,1615.21,14.24
2019-06-22,827267.22,34664.64,248237.15,281667.79,262697.64,22,4,26,6,2019,1,0,25.96,325.51,81.92,4830713.16,1615.21,14.24
2019-06-29,502327.31,26587.74,206331.34,110162.88,159245.35000000006,29,5,27,6,2019,0,10,25.96,325.51,81.92,4830713.16,1615.21,14.24
2019-07-06,632749.86,28138.24,242208.37,162376.61,200026.64,6,1,28,7,2019,0,9,25.55,326.33,85.37,4957543.2,1615.21,13.8
2019-07-13,627450.98,24583.81,212471.36,192586.49,197809.32,13,2,29,7,2019,0,8,25.55,326.33,85.37,4957543.2,1615.21,13.8
2019-07-20,625687.59,28422.9,196341.74,200244.39,200678.56,20,3,30,7,2019,0,7,25.55,326.33,85.37,4957543.2,1615.21,13.8
2019-07-27,555852.53,24447.31,198731.02,156002.15,176672.05000000005,27,4,31,7,2019,0,6,25.55,326.33,85.37,4957543.2,1615.21,13.8
2019-08-03,512938.13,24039.16,197975.6,128047.93,162875.44,3,1,32,8,2019,0,5,25.95,326.74,79.01,4830713.16,1615.21,13.9
2019-08-10,569865.1,22095.16,209394.76,159770.59,178604.58999999997,10,2,33,8,2019,0,4,25.95,326.74,79.01,4830713.16,1615.21,13.9
2019-08-17,603594.09,23094.69,202140.83,188480.35,189878.22,17,3,34,8,2019,0,3,25.95,326.74,79.01,4830713.16,1615.21,13.9
