mean,std
feature_charisma1,0.0025806354356785882,0.0011035619111735796
feature_charisma10,0.00012075638379957409,0.00017911564744009265
feature_charisma11,0.0004814239767038656,0.0002215355230878079
feature_charisma12,0.0025806354356785882,0.0011035619111735796
feature_charisma13,0.00028484183240816646,0.0002862916896158677
feature_charisma14,0.0025806354356785882,0.0011035619111735796
feature_charisma15,0.00011975766656794006,0.0002630327919623446
feature_charisma16,0.0025806354356785882,0.0011035619111735796
feature_charisma17,0.0025806354356785882,0.0011035619111735796
feature_charisma18,0.0025806354356785882,0.0011035619111735796
feature_charisma19,0.0025806354356785882,0.0011035619111735796
feature_charisma2,0.0025806354356785882,0.0011035619111735796
feature_charisma20,0.0025806354356785882,0.0011035619111735796
feature_charisma21,0.0025806354356785882,0.0011035619111735796
feature_charisma22,0.0025806354356785882,0.0011035619111735796
feature_charisma23,0.0025806354356785882,0.0011035619111735796
feature_charisma24,0.0025806354356785882,0.0011035619111735796
feature_charisma25,-0.0004257199041879861,0.00020589038872668143
feature_charisma26,0.0025806354356785882,0.0011035619111735796
feature_charisma27,0.0001932572789104066,0.00010366326807981923
feature_charisma28,0.0025806354356785882,0.0011035619111735796
feature_charisma29,0.0025806354356785882,0.0011035619111735796
feature_charisma3,0.00029931055897528837,0.0002089329964363894
feature_charisma30,0.0025806354356785882,0.0011035619111735796
feature_charisma31,0.0025806354356785882,0.0011035619111735796
feature_charisma32,-2.328905126768383e-05,0.0002056950836014916
feature_charisma33,0.0025806354356785882,0.0011035619111735796
feature_charisma34,0.0025806354356785882,0.0011035619111735796
feature_charisma35,0.0025806354356785882,0.0011035619111735796
feature_charisma36,0.0025806354356785882,0.0011035619111735796
feature_charisma37,0.0025806354356785882,0.0011035619111735796
feature_charisma38,0.0025806354356785882,0.0011035619111735796
feature_charisma39,0.0025806354356785882,0.0011035619111735796
feature_charisma4,-8.057257284518225e-05,8.053720434377444e-05
feature_charisma40,0.0025806354356785882,0.0011035619111735796
feature_charisma41,0.0014130732038600085,0.0007482675578437423
feature_charisma42,0.0025806354356785882,0.0011035619111735796
feature_charisma43,0.0022088114474738143,0.0012879628202089111
feature_charisma44,0.0014130732038600085,0.0007482675578437423
feature_charisma45,0.00029931055897528837,0.0002089329964363894
feature_charisma46,0.00048532665041226637,0.00024986818342945
feature_charisma47,-0.0004257199041879861,0.00020589038872668143
feature_charisma48,-2.328905126768383e-05,0.0002056950836014916
feature_charisma49,-0.00016648385088624583,0.00012062216530862697
feature_charisma5,0.0014130732038600085,0.0007482675578437423
feature_charisma50,0.00028484183240816646,0.0002862916896158677
feature_charisma51,0.0025806354356785882,0.0011035619111735796
feature_charisma52,0.0025806354356785882,0.0011035619111735796
feature_charisma53,0.0025806354356785882,0.0011035619111735796
feature_charisma54,0.0025806354356785882,0.0011035619111735796
feature_charisma55,0.0025806354356785882,0.0011035619111735796
feature_charisma56,0.0025806354356785882,0.0011035619111735796
feature_charisma57,0.014046803066413422,0.0030953434125100075
feature_charisma58,0.0003524961151010793,6.81842547203196e-05
feature_charisma59,0.0014130732038600085,0.0007482675578437423
feature_charisma6,0.0025806354356785882,0.0011035619111735796
feature_charisma60,0.0025806354356785882,0.0011035619111735796
feature_charisma61,0.0025806354356785882,0.0011035619111735796
feature_charisma62,0.0025806354356785882,0.0011035619111735796
feature_charisma63,0.0022088114474738143,0.0012879628202089111
feature_charisma64,0.0025806354356785882,0.0011035619111735796
feature_charisma65,0.0025806354356785882,0.0011035619111735796
feature_charisma66,0.00048532665041226637,0.00024986818342945
feature_charisma67,0.0025806354356785882,0.0011035619111735796
feature_charisma68,0.0025806354356785882,0.0011035619111735796
feature_charisma69,0.0002304080988120661,0.0002841509241799379
feature_charisma7,0.0027048250331193563,0.0011381133735509782
feature_charisma70,0.0022088114474738143,0.0012879628202089111
feature_charisma71,0.0025806354356785882,0.0011035619111735796
feature_charisma72,0.0027048250331193563,0.0011381133735509782
feature_charisma73,-0.00016648385088624583,0.00012062216530862697
feature_charisma74,0.0014130732038600085,0.0007482675578437423
feature_charisma75,0.0025806354356785882,0.0011035619111735796
feature_charisma76,0.0025806354356785882,0.0011035619111735796
feature_charisma77,0.0001932572789104066,0.00010366326807981923
feature_charisma78,-8.416811018698092e-05,0.00016465114677416607
feature_charisma79,0.0014130732038600085,0.0007482675578437423
feature_charisma8,0.00011975766656794006,0.0002630327919623446
feature_charisma80,0.0025806354356785882,0.0011035619111735796
feature_charisma81,0.0025806354356785882,0.0011035619111735796
feature_charisma82,0.0025806354356785882,0.0011035619111735796
feature_charisma83,0.014046803066413422,0.0030953434125100075
feature_charisma84,0.0025806354356785882,0.0011035619111735796
feature_charisma85,0.0022088114474738143,0.0012879628202089111
feature_charisma86,0.0025806354356785882,0.0011035619111735796
feature_charisma9,0.0002304080988120661,0.0002841509241799379
feature_constitution1,0.001261806262232892,0.0005074429320916506
feature_constitution10,0.0027048250331193563,0.0011381133735509782
feature_constitution100,0.0014130732038600085,0.0007482675578437423
feature_constitution101,0.000457611110498509,0.0014104833967466183
feature_constitution102,0.0001072837039229982,0.0002599496194159134
feature_constitution103,0.00013105450813100317,0.00020756891561176646
feature_constitution104,-5.494289442417096e-05,0.00010663093077254152
feature_constitution105,0.0027048250331193563,0.0011381133735509782
feature_constitution106,0.0027048250331193563,0.0011381133735509782
feature_constitution107,0.0027048250331193563,0.0011381133735509782
feature_constitution108,4.1659080144336434e-05,8.798573342011132e-05
feature_constitution109,0.0027048250331193563,0.0011381133735509782
feature_constitution11,0.000457611110498509,0.0014104833967466183
feature_constitution110,0.0001072837039229982,0.0002599496194159134
feature_constitution111,0.0027048250331193563,0.0011381133735509782
feature_constitution112,0.000457611110498509,0.0014104833967466183
feature_constitution113,0.0027048250331193563,0.0011381133735509782
feature_constitution114,0.0027048250331193563,0.0011381133735509782
feature_constitution12,0.000457611110498509,0.0014104833967466183
feature_constitution13,0.0027048250331193563,0.0011381133735509782
feature_constitution14,0.0027048250331193563,0.0011381133735509782
feature_constitution15,-0.00027199561114607214,7.159590069685326e-05
feature_constitution16,0.00019838653221109816,0.0003651780316575737
feature_constitution17,0.001261806262232892,0.0005074429320916506
feature_constitution18,0.0027048250331193563,0.0011381133735509782
feature_constitution19,-0.00019099598615776809,0.00013230674596890088
feature_constitution2,0.014046803066413422,0.0030953434125100075
feature_constitution20,0.001261806262232892,0.0005074429320916506
feature_constitution21,0.00015461191330405215,0.00017202591678139586
feature_constitution22,0.0027048250331193563,0.0011381133735509782
feature_constitution23,3.8135039854256885e-05,0.00014151077107446645
