mean,std
feature_charisma1,0.0008971397877159152,0.0008122350083961098
feature_charisma10,0.00048173720851585854,0.000388975076604586
feature_charisma11,0.001102008717634923,0.0005292151294801728
feature_charisma12,0.013462518219709724,0.0028591590680185713
feature_charisma13,0.0003162493776980311,0.00017100664740900883
feature_charisma14,0.013462518219709724,0.0028591590680185713
feature_charisma15,0.013462518219709724,0.0028591590680185713
feature_charisma16,0.013462518219709724,0.0028591590680185713
feature_charisma17,-0.0008063671816190799,0.0002862298390143813
feature_charisma18,0.013462518219709724,0.0028591590680185713
feature_charisma19,0.0008971397877159152,0.0008122350083961098
feature_charisma2,-0.00019748638699510342,0.0004149130895388879
feature_charisma20,-0.0003164034196643614,7.492069818903169e-05
feature_charisma21,0.001102008717634923,0.0005292151294801728
feature_charisma22,-0.000689997966698092,0.00035691767867125916
feature_charisma23,-0.00019748638699510342,0.0004149130895388879
feature_charisma24,-0.00019748638699510342,0.0004149130895388879
feature_charisma25,-0.000689997966698092,0.00035691767867125916
feature_charisma26,0.013462518219709724,0.0028591590680185713
feature_charisma27,0.001102008717634923,0.0005292151294801728
feature_charisma28,0.001102008717634923,0.0005292151294801728
feature_charisma29,0.013462518219709724,0.0028591590680185713
feature_charisma3,0.0004871835973267592,0.00019223613145086469
feature_charisma30,-0.0008063671816190799,0.0002862298390143813
feature_charisma31,0.013462518219709724,0.0028591590680185713
feature_charisma32,-0.0002930194410385444,0.00025817893505369405
feature_charisma33,0.013462518219709724,0.0028591590680185713
feature_charisma34,0.013462518219709724,0.0028591590680185713
feature_charisma35,0.013462518219709724,0.0028591590680185713
feature_charisma36,0.001102008717634923,0.0005292151294801728
feature_charisma37,0.013462518219709724,0.0028591590680185713
feature_charisma38,-0.0008063671816190799,0.0002862298390143813
feature_charisma39,-0.00019748638699510342,0.0004149130895388879
feature_charisma4,-0.0008063671816190799,0.0002862298390143813
feature_charisma40,0.013462518219709724,0.0028591590680185713
feature_charisma41,0.00022578487807005761,0.0002588692529119638
feature_charisma42,0.013462518219709724,0.0028591590680185713
feature_charisma43,0.015814125754945542,0.002330285795295675
feature_charisma44,3.1294643170036736e-05,5.758270359509506e-05
feature_charisma45,0.0004871835973267592,0.00019223613145086469
feature_charisma46,0.013462518219709724,0.0028591590680185713
feature_charisma47,-0.000689997966698092,0.00035691767867125916
feature_charisma48,-0.0002930194410385444,0.00025817893505369405
feature_charisma49,-0.000689997966698092,0.00035691767867125916
feature_charisma5,0.00022578487807005761,0.0002588692529119638
feature_charisma50,0.0003162493776980311,0.00017100664740900883
feature_charisma51,0.013462518219709724,0.0028591590680185713
feature_charisma52,0.013462518219709724,0.0028591590680185713
feature_charisma53,0.001102008717634923,0.0005292151294801728
feature_charisma54,0.013462518219709724,0.0028591590680185713
feature_charisma55,0.013462518219709724,0.0028591590680185713
feature_charisma56,-0.000689997966698092,0.00035691767867125916
feature_charisma57,-0.00011227513356701155,0.0001388096238456262
feature_charisma58,0.001102008717634923,0.0005292151294801728
feature_charisma59,0.00022578487807005761,0.0002588692529119638
feature_charisma6,0.013462518219709724,0.0028591590680185713
feature_charisma60,-0.000689997966698092,0.00035691767867125916
feature_charisma61,0.013462518219709724,0.0028591590680185713
feature_charisma62,0.013462518219709724,0.0028591590680185713
feature_charisma63,0.015814125754945542,0.002330285795295675
feature_charisma64,-0.0003164034196643614,7.492069818903169e-05
feature_charisma65,-0.000689997966698092,0.00035691767867125916
feature_charisma66,0.013462518219709724,0.0028591590680185713
feature_charisma67,0.013462518219709724,0.0028591590680185713
feature_charisma68,-0.00019748638699510342,0.0004149130895388879
feature_charisma69,0.0008971397877159152,0.0008122350083961098
feature_charisma7,0.0004871835973267592,0.00019223613145086469
feature_charisma70,0.015814125754945542,0.002330285795295675
feature_charisma71,0.013462518219709724,0.0028591590680185713
feature_charisma72,0.0004871835973267592,0.00019223613145086469
feature_charisma73,-0.000689997966698092,0.00035691767867125916
feature_charisma74,3.1294643170036736e-05,5.758270359509506e-05
feature_charisma75,0.013462518219709724,0.0028591590680185713
feature_charisma76,0.013462518219709724,0.0028591590680185713
feature_charisma77,0.001102008717634923,0.0005292151294801728
feature_charisma78,0.00048173720851585854,0.000388975076604586
feature_charisma79,0.00022578487807005761,0.0002588692529119638
feature_charisma8,0.013462518219709724,0.0028591590680185713
feature_charisma80,0.013462518219709724,0.0028591590680185713
feature_charisma81,0.013462518219709724,0.0028591590680185713
feature_charisma82,-0.00019748638699510342,0.0004149130895388879
feature_charisma83,-0.00011227513356701155,0.0001388096238456262
feature_charisma84,0.013462518219709724,0.0028591590680185713
feature_charisma85,0.015814125754945542,0.002330285795295675
feature_charisma86,0.013462518219709724,0.0028591590680185713
feature_charisma9,0.0008971397877159152,0.0008122350083961098
feature_constitution1,0.013462518219709724,0.0028591590680185713
feature_constitution10,0.013462518219709724,0.0028591590680185713
feature_constitution100,0.013462518219709724,0.0028591590680185713
feature_constitution101,3.424270414465703e-05,0.00038277357482733226
feature_constitution102,9.66561403842547e-05,0.00033502465862697296
feature_constitution103,0.00034483023482294295,0.00048459948310858477
feature_constitution104,0.013462518219709724,0.0028591590680185713
feature_constitution105,0.013462518219709724,0.0028591590680185713
feature_constitution106,0.013462518219709724,0.0028591590680185713
feature_constitution107,0.013462518219709724,0.0028591590680185713
feature_constitution108,-9.46399370779692e-05,0.00023444192174890393
feature_constitution109,0.013462518219709724,0.0028591590680185713
feature_constitution11,0.013462518219709724,0.0028591590680185713
feature_constitution110,9.66561403842547e-05,0.00033502465862697296
feature_constitution111,0.013462518219709724,0.0028591590680185713
feature_constitution112,0.013462518219709724,0.0028591590680185713
feature_constitution113,0.013462518219709724,0.0028591590680185713
feature_constitution114,0.013462518219709724,0.0028591590680185713
feature_constitution12,3.424270414465703e-05,0.00038277357482733226
feature_constitution13,-0.00018099093808500395,0.00014837682651023463
feature_constitution14,0.013462518219709724,0.0028591590680185713
feature_constitution15,0.013462518219709724,0.0028591590680185713
feature_constitution16,0.013462518219709724,0.0028591590680185713
feature_constitution17,0.00019925177336546675,0.0001629751242140582
feature_constitution18,0.013462518219709724,0.0028591590680185713
feature_constitution19,0.013462518219709724,0.0028591590680185713
feature_constitution2,0.013462518219709724,0.0028591590680185713
feature_constitution20,0.013462518219709724,0.0028591590680185713
feature_constitution21,0.013462518219709724,0.0028591590680185713
feature_constitution22,0.013462518219709724,0.0028591590680185713
feature_constitution23,-2.6405189134060134e-05,0.00013000434875956246
feature_constitution24,0.013462518219709724,0.0028591590680185713
feature_constitution25,0.013462518219709724,0.0028591590680185713
feature_constitution26,0.013462518219709724,0.0028591590680185713
feature_constitution27,-0.00018099093808500395,0.00014837682651023463
feature_constitution28,0.013462518219709724,0.0028591590680185713
feature_constitution29,3.424270414465703e-05,0.00038277357482733226
feature_constitution3,-2.6405189134060134e-05,0.00013000434875956246
feature_constitution30,0.013462518219709724,0.0028591590680185713
feature_constitution31,0.013462518219709724,0.0028591590680185713
feature_constitution32,0.013462518219709724,0.0028591590680185713
feature_constitution33,0.013462518219709724,0.0028591590680185713
feature_constitution34,0.013462518219709724,0.0028591590680185713
feature_constitution35,0.013462518219709724,0.0028591590680185713
feature_constitution36,0.013462518219709724,0.0028591590680185713
feature_constitution37,0.013462518219709724,0.0028591590680185713
feature_constitution38,0.013462518219709724,0.0028591590680185713
feature_constitution39,0.013462518219709724,0.0028591590680185713
feature_constitution4,0.013462518219709724,0.0028591590680185713
feature_constitution40,0.013462518219709724,0.0028591590680185713
feature_constitution41,-9.46399370779692e-05,0.00023444192174890393
feature_constitution42,0.013462518219709724,0.0028591590680185713
feature_constitution43,0.013462518219709724,0.0028591590680185713
feature_constitution44,0.00016387241982976112,0.00039138022357058407
feature_constitution45,0.013462518219709724,0.0028591590680185713
feature_constitution46,0.013462518219709724,0.0028591590680185713
feature_constitution47,0.013462518219709724,0.0028591590680185713
feature_constitution48,0.013462518219709724,0.0028591590680185713
feature_constitution49,0.013462518219709724,0.0028591590680185713
feature_constitution5,0.013462518219709724,0.0028591590680185713
feature_constitution50,3.424270414465703e-05,0.00038277357482733226
feature_constitution51,0.013462518219709724,0.0028591590680185713
feature_constitution52,0.00026373150624328304,0.00025292330353073056
feature_constitution53,-0.00015572356247389022,0.00021384321321806933
feature_constitution54,0.013462518219709724,0.0028591590680185713
feature_constitution55,0.00016387241982976112,0.00039138022357058407
feature_constitution56,9.66561403842547e-05,0.00033502465862697296
feature_constitution57,0.013462518219709724,0.0028591590680185713
feature_constitution58,0.013462518219709724,0.0028591590680185713
feature_constitution59,0.013462518219709724,0.0028591590680185713
feature_constitution6,0.013462518219709724,0.0028591590680185713
feature_constitution60,0.013462518219709724,0.0028591590680185713
feature_constitution61,0.013462518219709724,0.0028591590680185713
feature_constitution62,0.013462518219709724,0.0028591590680185713
feature_constitution63,0.013462518219709724,0.0028591590680185713
feature_constitution64,0.013462518219709724,0.0028591590680185713
feature_constitution65,0.013462518219709724,0.0028591590680185713
feature_constitution66,0.00016387241982976112,0.00039138022357058407
feature_constitution67,0.013462518219709724,0.0028591590680185713
feature_constitution68,0.013462518219709724,0.0028591590680185713
feature_constitution69,0.00026373150624328304,0.00025292330353073056
feature_constitution7,-0.00018099093808500395,0.00014837682651023463
feature_constitution70,0.013462518219709724,0.0028591590680185713
feature_constitution71,-0.00015572356247389022,0.00021384321321806933
feature_constitution72,0.00034483023482294295,0.00048459948310858477
feature_constitution73,0.013462518219709724,0.0028591590680185713
feature_constitution74,0.013462518219709724,0.0028591590680185713
feature_constitution75,0.013462518219709724,0.0028591590680185713
feature_constitution76,0.00024086948742315663,0.0002902759081032467
feature_constitution77,0.013462518219709724,0.0028591590680185713
feature_constitution78,0.013462518219709724,0.0028591590680185713
feature_constitution79,-0.00018099093808500395,0.00014837682651023463
feature_constitution8,0.00019925177336546675,0.0001629751242140582
feature_constitution80,0.013462518219709724,0.0028591590680185713
feature_constitution81,0.013462518219709724,0.0028591590680185713
feature_constitution82,0.013462518219709724,0.0028591590680185713
feature_constitution83,0.013462518219709724,0.0028591590680185713
feature_constitution84,0.013462518219709724,0.0028591590680185713
feature_constitution85,0.013462518219709724,0.0028591590680185713
feature_constitution86,0.013462518219709724,0.0028591590680185713
feature_constitution87,0.013462518219709724,0.0028591590680185713
feature_constitution88,0.00034483023482294295,0.00048459948310858477
feature_constitution89,0.00024086948742315663,0.0002902759081032467
feature_constitution9,0.013462518219709724,0.0028591590680185713
feature_constitution90,0.00034483023482294295,0.00048459948310858477
feature_constitution91,9.66561403842547e-05,0.00033502465862697296
feature_constitution92,0.013462518219709724,0.0028591590680185713
feature_constitution93,0.00016387241982976112,0.00039138022357058407
feature_constitution94,0.013462518219709724,0.0028591590680185713
feature_constitution95,0.013462518219709724,0.0028591590680185713
feature_constitution96,0.013462518219709724,0.0028591590680185713
feature_constitution97,0.013462518219709724,0.0028591590680185713
feature_constitution98,0.013462518219709724,0.0028591590680185713
feature_constitution99,0.013462518219709724,0.0028591590680185713
feature_dexterity1,0.015814125754945542,0.002330285795295675
feature_dexterity10,0.015814125754945542,0.002330285795295675
feature_dexterity11,0.015814125754945542,0.002330285795295675
feature_dexterity12,0.015814125754945542,0.002330285795295675
feature_dexterity13,0.015814125754945542,0.002330285795295675
feature_dexterity14,0.015814125754945542,0.002330285795295675
feature_dexterity2,0.015814125754945542,0.002330285795295675
feature_dexterity3,0.015814125754945542,0.002330285795295675
feature_dexterity4,0.015814125754945542,0.002330285795295675
feature_dexterity5,0.015814125754945542,0.002330285795295675
feature_dexterity6,0.015814125754945542,0.002330285795295675
feature_dexterity7,0.015814125754945542,0.002330285795295675
feature_dexterity8,0.015814125754945542,0.002330285795295675
feature_dexterity9,0.015814125754945542,0.002330285795295675
feature_intelligence1,0.013462518219709724,0.0028591590680185713
feature_intelligence10,0.015814125754945542,0.002330285795295675
feature_intelligence11,0.013462518219709724,0.0028591590680185713
feature_intelligence12,0.00031312224076836796,0.0008150155310894108
feature_intelligence2,0.015814125754945542,0.002330285795295675
feature_intelligence3,0.015814125754945542,0.002330285795295675
feature_intelligence4,0.013462518219709724,0.0028591590680185713
feature_intelligence5,0.00031312224076836796,0.0008150155310894108
feature_intelligence6,0.00031312224076836796,0.0008150155310894108
feature_intelligence7,0.00031312224076836796,0.0008150155310894108
feature_intelligence8,0.013462518219709724,0.0028591590680185713
feature_intelligence9,0.015814125754945542,0.002330285795295675
feature_strength1,0.013462518219709724,0.0028591590680185713
feature_strength10,0.00011719588711909837,0.00021146860301998448
feature_strength11,0.013462518219709724,0.0028591590680185713
feature_strength12,-7.287340839787885e-05,0.00014193280181704638
feature_strength13,0.001102008717634923,0.0005292151294801728
feature_strength14,0.0011719982473501428,0.000808568469303655
feature_strength15,0.013462518219709724,0.0028591590680185713
feature_strength16,0.013462518219709724,0.0028591590680185713
feature_strength17,0.0001189363200893229,0.00024339219274581295
feature_strength18,-0.0002930194410385444,0.00025817893505369405
feature_strength19,0.013462518219709724,0.0028591590680185713
feature_strength2,0.013462518219709724,0.0028591590680185713
feature_strength20,-0.0002976953740580093,0.0002606543158994053
feature_strength21,0.013462518219709724,0.0028591590680185713
feature_strength22,0.013462518219709724,0.0028591590680185713
feature_strength23,0.013462518219709724,0.0028591590680185713
feature_strength24,-2.2298640435040658e-05,0.00018148043206465175
feature_strength25,0.001102008717634923,0.0005292151294801728
feature_strength26,0.013462518219709724,0.0028591590680185713
feature_strength27,0.013462518219709724,0.0028591590680185713
feature_strength28,0.013462518219709724,0.0028591590680185713
feature_strength29,-2.2298640435040658e-05,0.00018148043206465175
feature_strength3,0.013462518219709724,0.0028591590680185713
feature_strength30,-7.287340839787885e-05,0.00014193280181704638
feature_strength31,0.001102008717634923,0.0005292151294801728
feature_strength32,0.013462518219709724,0.0028591590680185713
feature_strength33,0.013462518219709724,0.0028591590680185713
feature_strength34,0.0011719982473501428,0.000808568469303655
feature_strength35,0.013462518219709724,0.0028591590680185713
feature_strength36,0.00011719588711909837,0.00021146860301998448
feature_strength37,-0.0002930194410385444,0.00025817893505369405
feature_strength38,-0.0002976953740580093,0.0002606543158994053
feature_strength4,0.013462518219709724,0.0028591590680185713
feature_strength5,0.001102008717634923,0.0005292151294801728
feature_strength6,0.0001189363200893229,0.00024339219274581295
feature_strength7,0.013462518219709724,0.0028591590680185713
feature_strength8,0.013462518219709724,0.0028591590680185713
feature_strength9,0.013462518219709724,0.0028591590680185713
feature_wisdom1,0.013462518219709724,0.0028591590680185713
feature_wisdom10,0.013462518219709724,0.0028591590680185713
feature_wisdom11,0.013462518219709724,0.0028591590680185713
feature_wisdom12,0.013462518219709724,0.0028591590680185713
feature_wisdom13,0.013462518219709724,0.0028591590680185713
feature_wisdom14,0.013462518219709724,0.0028591590680185713
feature_wisdom15,0.013462518219709724,0.0028591590680185713
feature_wisdom16,0.013462518219709724,0.0028591590680185713
feature_wisdom17,0.013462518219709724,0.0028591590680185713
feature_wisdom18,0.013462518219709724,0.0028591590680185713
feature_wisdom19,0.013462518219709724,0.0028591590680185713
feature_wisdom2,0.013462518219709724,0.0028591590680185713
feature_wisdom20,0.013462518219709724,0.0028591590680185713
feature_wisdom21,0.013462518219709724,0.0028591590680185713
feature_wisdom22,0.013462518219709724,0.0028591590680185713
feature_wisdom23,0.013462518219709724,0.0028591590680185713
feature_wisdom24,0.013462518219709724,0.0028591590680185713
feature_wisdom25,0.013462518219709724,0.0028591590680185713
feature_wisdom26,0.013462518219709724,0.0028591590680185713
feature_wisdom27,0.013462518219709724,0.0028591590680185713
feature_wisdom28,0.013462518219709724,0.0028591590680185713
feature_wisdom29,0.013462518219709724,0.0028591590680185713
feature_wisdom3,0.013462518219709724,0.0028591590680185713
feature_wisdom30,0.013462518219709724,0.0028591590680185713
feature_wisdom31,0.013462518219709724,0.0028591590680185713
feature_wisdom32,0.013462518219709724,0.0028591590680185713
feature_wisdom33,0.013462518219709724,0.0028591590680185713
feature_wisdom34,0.013462518219709724,0.0028591590680185713
feature_wisdom35,0.013462518219709724,0.0028591590680185713
feature_wisdom36,0.013462518219709724,0.0028591590680185713
feature_wisdom37,0.013462518219709724,0.0028591590680185713
feature_wisdom38,0.013462518219709724,0.0028591590680185713
