iter	RMSE
377	0.0006259051371
378	0.0006100330131
379	0.0005947821876
380	0.0005797669001
381	0.000567186447
382	0.0005530067856
383	0.0005390073768
384	0.0005254239665
385	0.0005139960646
386	0.0005010066325
387	0.0004884030749
388	0.0004777551804
389	0.00046570251
390	0.000454007816
391	0.0004440859239
392	0.0004329021948
393	0.0004220506005
394	0.0004128044526
395	0.0004024268315
396	0.0003936659378
397	0.0003837406002
398	0.0003741100745
399	0.0003659466552
400	0.0003567356907
401	0.0003477983004
402	0.0003401910106
403	0.0003316428558
404	0.0003233485951
405	0.0003162589554
406	0.0003083258218
407	0.0003006283425
408	0.0002940205404
409	0.000286658132
410	0.00028039807
411	0.0002733554331
412	0.000266522092
413	0.0002606879855
414	0.0002541513546
415	0.0002478090085
416	0.0002423714022
417	0.0002363043857
418	0.0002304177369
419	0.0002246572934
420	0.000219040861
421	0.0002135648394
422	0.0002082257183
423	0.0002030200753
424	0.0001979445733
425	0.0001929959589
426	0.0001881710599
427	0.0001834667833
428	0.0001788801137
429	0.0001744081108
430	0.0001700479079
431	0.0001657967102
432	0.0001616517924
433	0.0001576104975
434	0.000153670235
435	0.0001498284791
436	0.000146082767
437	0.0001424306978
438	0.0001388699303
439	0.000135398182
440	0.0001320132274
441	0.0001287128967
442	0.0001254950742
443	0.0001223576973
444	0.0001192987548
445	0.0001163162859
446	0.0001134083787
447	0.0001105731692
448	0.0001078088399
449	0.0001051136189
450	0.0001024857784
451	9.992363388e-05
452	9.7425543e-05
453	9.498990438e-05
454	9.261515674e-05
455	9.029977779e-05
456	8.804228331e-05
457	8.584122619e-05
458	8.369519551e-05
459	8.160281559e-05
460	7.956274517e-05
461	7.757367651e-05
462	7.563433457e-05
463	7.374347617e-05
464	7.189988924e-05
465	7.010239198e-05
466	6.834983216e-05
467	6.664108633e-05
468	6.497505915e-05
469	6.335068264e-05
470	6.176691555e-05
471	6.022274264e-05
472	5.871717405e-05
473	5.724924468e-05
474	5.581801354e-05
475	5.442256318e-05
476	5.306199908e-05
477	5.173544908e-05
478	5.044206284e-05
479	4.918101125e-05
480	4.795148595e-05
481	4.675269878e-05
482	4.558388129e-05
483	4.444428425e-05
484	4.333317712e-05
485	4.224984768e-05
486	4.119360147e-05
487	4.016376142e-05
488	3.915966737e-05
489	3.818067567e-05
490	3.722615877e-05
491	3.629550478e-05
492	3.538811715e-05
493	3.450341421e-05
494	3.364082884e-05
495	3.279980811e-05
496	3.197981289e-05
497	3.118031756e-05
498	3.040080961e-05
499	2.964078935e-05
500	2.889976961e-05
501	2.817727536e-05
502	2.747284346e-05
503	2.678602237e-05
504	2.61163718e-05
505	2.546346249e-05
506	2.482687592e-05
507	2.420620401e-05
508	2.36010489e-05
509	2.301102267e-05
510	2.24357471e-05
511	2.187485341e-05
512	2.132798207e-05
513	2.079478251e-05
514	2.027491294e-05
515	1.976804011e-05
516	1.92738391e-05
517	1.879199311e-05
518	1.832219328e-05
519	1.786413844e-05
520	1.741753497e-05
521	1.698209659e-05
522	1.655754417e-05
523	1.614360556e-05
524	1.574001541e-05
525	1.534651502e-05
526	1.496285214e-05
527	1.458878083e-05
528	1.422406131e-05
529	1.386845977e-05
530	1.352174827e-05
531	1.318370456e-05
532	1.285411194e-05
533	1.253275913e-05
534	1.221944015e-05
535	1.191395414e-05
536	1.161610529e-05
537	1.132570265e-05
538	1.104256008e-05
539	1.076649607e-05
540	1.049733367e-05
541	1.023490032e-05
542	9.979027807e-06
543	9.729552108e-06
544	9.486313302e-06
545	9.249155466e-06
546	9.017926576e-06
547	8.792478408e-06
548	8.572666445e-06
549	8.358349781e-06
550	8.149391033e-06
551	7.945656254e-06
552	7.747014844e-06
553	7.55333947e-06
554	7.364505982e-06
555	7.18039333e-06
556	7.000883494e-06
557	6.825861404e-06
558	6.655214866e-06
559	6.488834492e-06
560	6.326613627e-06
561	6.168448284e-06
562	6.014237075e-06
563	5.863881147e-06
564	5.717284116e-06
565	5.574352011e-06
566	5.434993208e-06
567	5.299118376e-06
568	5.166640414e-06
569	5.037474401e-06
570	4.91153754e-06
571	4.788749099e-06
572	4.66903037e-06
573	4.552304609e-06
574	4.438496992e-06
575	4.327534566e-06
576	4.2193462e-06
577	4.113862544e-06
578	4.011015979e-06
579	3.910740578e-06
580	3.812972062e-06
581	3.71764776e-06
582	3.624706565e-06
583	3.5340889e-06
584	3.445736676e-06
585	3.359593258e-06
586	3.275603425e-06
587	3.193713338e-06
588	3.113870504e-06
589	3.036023741e-06
590	2.960123146e-06
591	2.886120066e-06
592	2.813967063e-06
593	2.743617885e-06
594	2.675027437e-06
595	2.60815175e-06
596	2.542947955e-06
597	2.479374256e-06
598	2.417389898e-06
599	2.35695515e-06
600	2.29803127e-06
601	2.240580487e-06
602	2.184565973e-06
603	2.129951823e-06
604	2.076703026e-06
605	2.02478545e-06
606	1.974165813e-06
607	1.924811667e-06
608	1.876691375e-06
609	1.82977409e-06
610	1.784029736e-06
611	1.739428992e-06
612	1.695943267e-06
613	1.653544684e-06
614	1.612206067e-06
615	1.571900914e-06
616	1.53260339e-06
617	1.494288304e-06
618	1.456931096e-06
619	1.420507818e-06
620	1.384995122e-06
621	1.350370243e-06
622	1.316610987e-06
623	1.283695711e-06
624	1.251603317e-06
625	1.220313234e-06
626	1.189805402e-06
627	1.160060267e-06
628	1.13105876e-06
629	1.10278229e-06
630	1.075212733e-06
631	1.048332414e-06
632	1.022124104e-06
633	9.965710007e-07
634	9.716567248e-07
635	9.473653064e-07
636	9.236811736e-07
637	9.005891443e-07
638	8.780744155e-07
639	8.561225552e-07
640	8.347194904e-07
641	8.138515021e-07
642	7.935052142e-07
643	7.736675841e-07
644	7.543258949e-07
645	7.35467747e-07
646	7.170810528e-07
647	6.991540267e-07
648	6.816751754e-07
649	6.646332953e-07
650	6.480174625e-07
651	6.318170256e-07
652	6.160215998e-07
653	6.006210597e-07
654	5.856055331e-07
655	5.709653938e-07
656	5.566912588e-07
657	5.427739766e-07
658	5.292046273e-07
659	5.159745112e-07
660	5.030751479e-07
661	4.904982685e-07
662	4.782358119e-07
663	4.662799173e-07
664	4.546229197e-07
665	4.432573467e-07
666	4.321759136e-07
667	4.213715156e-07
668	4.108372275e-07
669	4.005662964e-07
670	3.905521387e-07
671	3.807883357e-07
672	3.712686268e-07
673	3.61986911e-07
674	3.529372381e-07
675	3.441138071e-07
676	3.355109623e-07
677	3.271231885e-07
678	3.189451083e-07
679	3.109714807e-07
680	3.031971936e-07
681	2.956172632e-07
682	2.882268312e-07
683	2.810211601e-07
684	2.739956313e-07
685	2.671457399e-07
686	2.604670964e-07
687	2.539554184e-07
688	2.476065328e-07
689	2.414163701e-07
690	2.353809607e-07
691	2.294964367e-07
692	2.237590257e-07
693	2.1816505e-07
694	2.127109236e-07
695	2.073931501e-07
696	2.022083209e-07
697	1.971531125e-07
698	1.922242849e-07
699	1.874186773e-07
700	1.827332101e-07
701	1.781648798e-07
702	1.737107578e-07
703	1.693679887e-07
704	1.651337886e-07
705	1.610054434e-07
706	1.569803069e-07
707	1.530557987e-07
708	1.492294035e-07
709	1.45498668e-07
710	1.418612012e-07
711	1.383146709e-07
712	1.34856804e-07
713	1.314853833e-07
714	1.281982483e-07
715	1.249932919e-07
716	1.218684594e-07
717	1.188217483e-07
718	1.158512049e-07
719	1.129549244e-07
720	1.10131051e-07
721	1.073777743e-07
722	1.046933292e-07
723	1.020759967e-07
724	9.95240963e-08
725	9.703599441e-08
726	9.461009427e-08
727	9.224484191e-08
728	8.993872065e-08
729	8.769025285e-08
730	8.549799693e-08
731	8.336054713e-08
732	8.127653322e-08
733	7.924462055e-08
734	7.726350526e-08
735	7.533191772e-08
736	7.344862018e-08
737	7.161240508e-08
738	6.982209462e-08
739	6.807654225e-08
740	6.637462872e-08
741	6.471526268e-08
742	6.30973814e-08
743	6.151994663e-08
744	5.99819484e-08
745	5.848239918e-08
746	5.702033881e-08
747	5.559482989e-08
748	5.420495939e-08
749	5.284983536e-08
750	5.15285896e-08
751	5.024037481e-08
752	4.898436601e-08
753	4.775975687e-08
754	4.656576341e-08
755	4.540161905e-08
756	4.426657791e-08
757	4.315991377e-08
758	4.208091608e-08
759	4.102889292e-08
760	4.000317037e-08
761	3.90030913e-08
762	3.802801409e-08
763	3.707731369e-08
764	3.615038062e-08
765	3.524662115e-08
766	3.436545557e-08
767	3.350631883e-08
768	3.266866106e-08
769	3.18519441e-08
770	3.10556454e-08
771	3.027925414e-08
772	2.952227332e-08
773	2.878421628e-08
774	2.806461125e-08
775	2.736299644e-08
776	2.667892147e-08
777	2.601194848e-08
778	2.536164936e-08
779	2.472760886e-08
780	2.410941835e-08
781	2.350668226e-08
782	2.291901515e-08
783	2.234603879e-08
784	2.178738766e-08
785	2.124270256e-08
786	2.071163506e-08
787	2.019384392e-08
788	1.968899765e-08
789	1.919677295e-08
790	1.871685371e-08
791	1.8248932e-08
792	1.779270866e-08
793	1.734789099e-08
794	1.69141935e-08
795	1.649133882e-08
796	1.607905481e-08
797	1.567707819e-08
798	1.528515147e-08
799	1.490302185e-08
800	1.453044603e-08
801	1.416718426e-08
802	1.381300493e-08
803	1.346767972e-08
804	1.313098801e-08
805	1.280271285e-08
806	1.248264517e-08
807	1.217057855e-08
808	1.186631414e-08
809	1.156965607e-08
810	1.128041463e-08
811	1.099840467e-08
812	1.072344432e-08
813	1.045535823e-08
814	1.019397444e-08
815	9.939125449e-09
816	9.690647529e-09
817	9.448380846e-09
818	9.212171926e-09
819	8.981867978e-09
820	8.757321405e-09
821	8.538387967e-09
822	8.324928272e-09
823	8.11680577e-09
824	7.913885016e-09
825	7.716037381e-09
826	7.523136705e-09
827	7.335058642e-09
828	7.151681716e-09
829	6.972889823e-09
830	6.798567629e-09
831	6.628603424e-09
832	6.46288833e-09
833	6.301316447e-09
834	6.143783767e-09
835	5.990189466e-09
836	5.840434164e-09
837	5.69442272e-09
838	5.552062403e-09
839	5.413260235e-09
840	5.277928583e-09
841	5.145980304e-09
842	5.017330914e-09
843	4.891898086e-09
844	4.769600875e-09
845	4.650360272e-09
846	4.534101167e-09
847	4.420748993e-09
848	4.310230571e-09
849	4.202474756e-09
850	4.097412603e-09
851	3.99497727e-09
852	3.895103197e-09
853	3.797725631e-09
854	3.702782428e-09
855	3.610212713e-09
856	3.519957415e-09
857	3.431958257e-09
858	3.346159369e-09
859	3.262505392e-09
860	3.180942275e-09
861	3.101419134e-09
862	3.023883187e-09
863	2.948286634e-09
864	2.874579787e-09
865	2.802715532e-09
866	2.732647436e-09
867	2.664330396e-09
868	2.597722113e-09
869	2.532779351e-09
870	2.469459699e-09
871	2.407722621e-09
872	2.347529549e-09
873	2.288841703e-09
874	2.231621146e-09
875	2.175830658e-09
876	2.121435386e-09
877	2.068399944e-09
878	2.01668935e-09
879	1.966271894e-09
880	1.917114489e-09
881	1.86918685e-09
882	1.822457154e-09
883	1.77689569e-09
884	1.732473835e-09
885	1.689161763e-09
886	1.646933071e-09
887	1.605759882e-09
888	1.565615304e-09
889	1.526475114e-09
890	1.488312462e-09
891	1.451104168e-09
892	1.414826066e-09
893	1.379455263e-09
894	1.344969152e-09
895	1.311345007e-09
896	1.278561302e-09
897	1.246598095e-09
898	1.215433536e-09
899	1.185047597e-09
900	1.155421471e-09
901	1.126536119e-09
902	1.098372242e-09
903	1.07091256e-09
904	1.044139197e-09
905	1.018035518e-09
906	9.925849532e-10
907	9.677703931e-10
908	9.43576338e-10
909	9.199874304e-10
910	8.969877538e-10
911	8.745624921e-10
912	8.526984119e-10
913	8.313812051e-10
914	8.105962239e-10
915	7.903315646e-10
916	7.705729579e-10
917	7.513081017e-10
918	7.325257766e-10
919	7.142127572e-10
920	6.963574257e-10
921	6.789481642e-10
922	6.619746595e-10
923	6.454251646e-10
924	6.292899759e-10
925	6.135579097e-10
926	5.98219021e-10
927	5.832639029e-10
928	5.686829516e-10
929	5.544664256e-10
930	5.406050004e-10
931	5.270899784e-10
932	5.139132826e-10
933	5.010658559e-10
934	4.885390192e-10
935	4.763256657e-10
936	4.644172102e-10
937	4.528066556e-10
938	4.414867466e-10
939	4.304500907e-10
940	4.19689127e-10
941	4.09196488e-10
942	3.989661595e-10
943	3.889922266e-10
944	3.792675523e-10
945	3.697857055e-10
946	3.605413261e-10
947	3.515282133e-10
948	3.427401919e-10
949	3.341711989e-10
950	3.258176865e-10
951	3.17672777e-10
952	3.097304642e-10
953	3.019874294e-10
954	2.944373057e-10
955	2.870764327e-10
956	2.798997358e-10
957	2.729017546e-10
958	2.660799282e-10
959	2.594280644e-10
960	2.529426139e-10
961	2.466181427e-10
962	2.404526366e-10
963	2.3444125e-10
964	2.285805296e-10
965	2.228662501e-10
966	2.172939392e-10
967	2.1186085e-10
968	2.065641189e-10
969	2.013998013e-10
970	1.963653806e-10
971	1.914563845e-10
972	1.866699479e-10
973	1.820025872e-10
974	1.77452574e-10
975	1.730163676e-10
976	1.686902535e-10
977	1.644727896e-10
978	1.603602059e-10
979	1.563511157e-10
980	1.524427362e-10
981	1.486320178e-10
982	1.449160953e-10
983	1.412934354e-10
984	1.377608134e-10
985	1.343165831e-10
986	1.309583959e-10
987	1.276840156e-10
988	1.244922419e-10
989	1.213804484e-10
990	1.183467334e-10
991	1.153878421e-10
992	1.125032026e-10
993	1.096901067e-10
994	1.069477218e-10
995	1.042742641e-10
996	1.016676654e-10
997	9.912603661e-11
998	9.664738457e-11
999	9.423089439e-11
